year,lake,species,grand_total,comments,region,values
1915,Ontario,Blue Pike,,,U.S. Total (NY),39.0
1915,Ontario,Blue Pike,,,Canada (ONT),
1916,Ontario,Blue Pike,,,U.S. Total (NY),50.0
1916,Ontario,Blue Pike,,,Canada (ONT),
1917,Ontario,Blue Pike,,,U.S. Total (NY),22.0
1917,Ontario,Blue Pike,,,Canada (ONT),
1918,Ontario,Blue Pike,79.0,,U.S. Total (NY),64.0
1918,Ontario,Blue Pike,79.0,,Canada (ONT),15.0
1919,Ontario,Blue Pike,111.0,,U.S. Total (NY),108.0
1919,Ontario,Blue Pike,111.0,,Canada (ONT),3.0
1920,Ontario,Blue Pike,45.0,,U.S. Total (NY),35.0
1920,Ontario,Blue Pike,45.0,,Canada (ONT),10.0
1921,Ontario,Blue Pike,85.0,,U.S. Total (NY),62.0
1921,Ontario,Blue Pike,85.0,,Canada (ONT),23.0
1922,Ontario,Blue Pike,106.0,,U.S. Total (NY),77.0
1922,Ontario,Blue Pike,106.0,,Canada (ONT),29.0
1923,Ontario,Blue Pike,184.0,,U.S. Total (NY),134.0
1923,Ontario,Blue Pike,184.0,,Canada (ONT),50.0
1924,Ontario,Blue Pike,157.0,,U.S. Total (NY),109.0
1924,Ontario,Blue Pike,157.0,,Canada (ONT),48.0
1925,Ontario,Blue Pike,50.0,,U.S. Total (NY),35.0
1925,Ontario,Blue Pike,50.0,,Canada (ONT),15.0
1926,Ontario,Blue Pike,29.0,,U.S. Total (NY),22.0
1926,Ontario,Blue Pike,29.0,,Canada (ONT),7.0
1927,Ontario,Blue Pike,30.0,,U.S. Total (NY),22.0
1927,Ontario,Blue Pike,30.0,,Canada (ONT),8.0
1928,Ontario,Blue Pike,38.0,,U.S. Total (NY),24.0
1928,Ontario,Blue Pike,38.0,,Canada (ONT),14.0
1929,Ontario,Blue Pike,28.0,,U.S. Total (NY),14.0
1929,Ontario,Blue Pike,28.0,,Canada (ONT),14.0
1930,Ontario,Blue Pike,56.0,,U.S. Total (NY),31.0
1930,Ontario,Blue Pike,56.0,,Canada (ONT),25.0
1931,Ontario,Blue Pike,74.0,,U.S. Total (NY),37.0
1931,Ontario,Blue Pike,74.0,,Canada (ONT),37.0
1932,Ontario,Blue Pike,173.0,,U.S. Total (NY),81.0
1932,Ontario,Blue Pike,173.0,,Canada (ONT),92.0
1933,Ontario,Blue Pike,289.0,,U.S. Total (NY),227.0
1933,Ontario,Blue Pike,289.0,,Canada (ONT),62.0
1934,Ontario,Blue Pike,221.0,,U.S. Total (NY),153.0
1934,Ontario,Blue Pike,221.0,,Canada (ONT),68.0
1935,Ontario,Blue Pike,174.0,,U.S. Total (NY),136.0
1935,Ontario,Blue Pike,174.0,,Canada (ONT),38.0
1936,Ontario,Blue Pike,42.0,,U.S. Total (NY),28.0
1936,Ontario,Blue Pike,42.0,,Canada (ONT),14.0
1937,Ontario,Blue Pike,86.0,,U.S. Total (NY),60.0
1937,Ontario,Blue Pike,86.0,,Canada (ONT),26.0
1938,Ontario,Blue Pike,119.0,,U.S. Total (NY),59.0
1938,Ontario,Blue Pike,119.0,,Canada (ONT),60.0
1939,Ontario,Blue Pike,203.0,,U.S. Total (NY),102.0
1939,Ontario,Blue Pike,203.0,,Canada (ONT),101.0
1940,Ontario,Blue Pike,219.0,,U.S. Total (NY),123.0
1940,Ontario,Blue Pike,219.0,,Canada (ONT),96.0
1941,Ontario,Blue Pike,156.0,,U.S. Total (NY),98.0
1941,Ontario,Blue Pike,156.0,,Canada (ONT),58.0
1942,Ontario,Blue Pike,68.0,,U.S. Total (NY),40.0
1942,Ontario,Blue Pike,68.0,,Canada (ONT),28.0
1943,Ontario,Blue Pike,83.0,,U.S. Total (NY),45.0
1943,Ontario,Blue Pike,83.0,,Canada (ONT),38.0
1944,Ontario,Blue Pike,79.0,,U.S. Total (NY),56.0
1944,Ontario,Blue Pike,79.0,,Canada (ONT),23.0
1945,Ontario,Blue Pike,96.0,,U.S. Total (NY),77.0
1945,Ontario,Blue Pike,96.0,,Canada (ONT),19.0
1946,Ontario,Blue Pike,191.0,,U.S. Total (NY),128.0
1946,Ontario,Blue Pike,191.0,,Canada (ONT),63.0
1947,Ontario,Blue Pike,316.0,,U.S. Total (NY),209.0
1947,Ontario,Blue Pike,316.0,,Canada (ONT),107.0
1948,Ontario,Blue Pike,161.0,,U.S. Total (NY),119.0
1948,Ontario,Blue Pike,161.0,,Canada (ONT),42.0
1949,Ontario,Blue Pike,133.0,,U.S. Total (NY),86.0
1949,Ontario,Blue Pike,133.0,,Canada (ONT),47.0
1950,Ontario,Blue Pike,101.0,,U.S. Total (NY),47.0
1950,Ontario,Blue Pike,101.0,,Canada (ONT),54.0
1951,Ontario,Blue Pike,446.0,,U.S. Total (NY),257.0
1951,Ontario,Blue Pike,446.0,,Canada (ONT),189.0
1952,Ontario,Blue Pike,648.0,,U.S. Total (NY),468.0
1952,Ontario,Blue Pike,648.0,,Canada (ONT),180.0
1953,Ontario,Blue Pike,126.0,,U.S. Total (NY),60.0
1953,Ontario,Blue Pike,126.0,,Canada (ONT),66.0
1954,Ontario,Blue Pike,175.0,,U.S. Total (NY),116.0
1954,Ontario,Blue Pike,175.0,,Canada (ONT),59.0
1955,Ontario,Blue Pike,63.0,,U.S. Total (NY),30.0
1955,Ontario,Blue Pike,63.0,,Canada (ONT),33.0
1956,Ontario,Blue Pike,31.0,,U.S. Total (NY),13.0
1956,Ontario,Blue Pike,31.0,,Canada (ONT),18.0
1957,Ontario,Blue Pike,21.0,,U.S. Total (NY),12.0
1957,Ontario,Blue Pike,21.0,,Canada (ONT),9.0
1958,Ontario,Blue Pike,15.0,,U.S. Total (NY),5.0
1958,Ontario,Blue Pike,15.0,,Canada (ONT),10.0
1959,Ontario,Blue Pike,6.0,,U.S. Total (NY),3.0
1959,Ontario,Blue Pike,6.0,,Canada (ONT),3.0
1960,Ontario,Blue Pike,6.0,,U.S. Total (NY),5.0
1960,Ontario,Blue Pike,6.0,,Canada (ONT),1.0
1961,Ontario,Blue Pike,2.0,,U.S. Total (NY),1.0
1961,Ontario,Blue Pike,2.0,,Canada (ONT),1.0
1962,Ontario,Blue Pike,0.0,,U.S. Total (NY),0.0
1962,Ontario,Blue Pike,0.0,,Canada (ONT),0.0
1963,Ontario,Blue Pike,0.0,,U.S. Total (NY),0.0
1963,Ontario,Blue Pike,0.0,,Canada (ONT),0.0
1964,Ontario,Blue Pike,0.0,,U.S. Total (NY),0.0
1964,Ontario,Blue Pike,0.0,,Canada (ONT),0.0
1965,Ontario,Blue Pike,0.0,,U.S. Total (NY),0.0
1965,Ontario,Blue Pike,0.0,,Canada (ONT),0.0
1966,Ontario,Blue Pike,0.0,,U.S. Total (NY),0.0
1966,Ontario,Blue Pike,0.0,,Canada (ONT),0.0
1967,Ontario,Blue Pike,0.0,,U.S. Total (NY),0.0
1967,Ontario,Blue Pike,0.0,,Canada (ONT),0.0
1968,Ontario,Blue Pike,0.0,,U.S. Total (NY),0.0
1968,Ontario,Blue Pike,0.0,,Canada (ONT),0.0
1969,Ontario,Blue Pike,0.0,,U.S. Total (NY),0.0
1969,Ontario,Blue Pike,0.0,,Canada (ONT),0.0
1970,Ontario,Blue Pike,0.0,,U.S. Total (NY),0.0
1970,Ontario,Blue Pike,0.0,,Canada (ONT),0.0
1971,Ontario,Blue Pike,0.0,,U.S. Total (NY),0.0
1971,Ontario,Blue Pike,0.0,,Canada (ONT),0.0
1972,Ontario,Blue Pike,0.0,,U.S. Total (NY),0.0
1972,Ontario,Blue Pike,0.0,,Canada (ONT),0.0
1973,Ontario,Blue Pike,0.0,,U.S. Total (NY),0.0
1973,Ontario,Blue Pike,0.0,,Canada (ONT),0.0
