year,lake,species,grand_total,comments,region,values
1987,Superior,Lake Trout - siscowet,937.9,Cdn siscowet data included in lake trout data,U.S. Total,937.9
1987,Superior,Lake Trout - siscowet,937.9,Cdn siscowet data included in lake trout data,Canada (ONT),0.0
1988,Superior,Lake Trout - siscowet,710.5,Cdn siscowet data included in lake trout data,Michigan (MI),537.6
1988,Superior,Lake Trout - siscowet,710.5,Cdn siscowet data included in lake trout data,Wisconsin (WI),172.9
1988,Superior,Lake Trout - siscowet,710.5,Cdn siscowet data included in lake trout data,Minnesota (MN),0.0
1988,Superior,Lake Trout - siscowet,710.5,Cdn siscowet data included in lake trout data,U.S. Total,710.5
1988,Superior,Lake Trout - siscowet,710.5,Cdn siscowet data included in lake trout data,Canada (ONT),0.0
1989,Superior,Lake Trout - siscowet,452.9,Cdn siscowet data included in lake trout data,Michigan (MI),329.2
1989,Superior,Lake Trout - siscowet,452.9,Cdn siscowet data included in lake trout data,Wisconsin (WI),123.7
1989,Superior,Lake Trout - siscowet,452.9,Cdn siscowet data included in lake trout data,Minnesota (MN),
1989,Superior,Lake Trout - siscowet,452.9,Cdn siscowet data included in lake trout data,U.S. Total,452.9
1989,Superior,Lake Trout - siscowet,452.9,Cdn siscowet data included in lake trout data,Canada (ONT),0.0
1990,Superior,Lake Trout - siscowet,260.9,Cdn siscowet data included in lake trout data,Michigan (MI),169.5
1990,Superior,Lake Trout - siscowet,260.9,Cdn siscowet data included in lake trout data,Wisconsin (WI),91.4
1990,Superior,Lake Trout - siscowet,260.9,Cdn siscowet data included in lake trout data,Minnesota (MN),0.0
1990,Superior,Lake Trout - siscowet,260.9,Cdn siscowet data included in lake trout data,U.S. Total,260.9
1990,Superior,Lake Trout - siscowet,260.9,Cdn siscowet data included in lake trout data,Canada (ONT),0.0
1991,Superior,Lake Trout - siscowet,435.0,,Michigan (MI),180.3
1991,Superior,Lake Trout - siscowet,435.0,,Wisconsin (WI),182.7
1991,Superior,Lake Trout - siscowet,435.0,,Minnesota (MN),
1991,Superior,Lake Trout - siscowet,435.0,,U.S. Total,363.0
1991,Superior,Lake Trout - siscowet,435.0,,Canada (ONT),72.0
1992,Superior,Lake Trout - siscowet,363.3,,Michigan (MI),176.2
1992,Superior,Lake Trout - siscowet,363.3,,Wisconsin (WI),138.1
1992,Superior,Lake Trout - siscowet,363.3,,Minnesota (MN),0.0
1992,Superior,Lake Trout - siscowet,363.3,,U.S. Total,314.29999999999995
1992,Superior,Lake Trout - siscowet,363.3,,Canada (ONT),49.0
1993,Superior,Lake Trout - siscowet,331.2,,Michigan (MI),169.5
1993,Superior,Lake Trout - siscowet,331.2,,Wisconsin (WI),88.7
1993,Superior,Lake Trout - siscowet,331.2,,Minnesota (MN),
1993,Superior,Lake Trout - siscowet,331.2,,U.S. Total,258.2
1993,Superior,Lake Trout - siscowet,331.2,,Canada (ONT),73.0
1994,Superior,Lake Trout - siscowet,325.1,,Michigan (MI),108.3
1994,Superior,Lake Trout - siscowet,325.1,,Wisconsin (WI),150.8
1994,Superior,Lake Trout - siscowet,325.1,,Minnesota (MN),0.0
1994,Superior,Lake Trout - siscowet,325.1,,U.S. Total,259.1
1994,Superior,Lake Trout - siscowet,325.1,,Canada (ONT),66.0
1995,Superior,Lake Trout - siscowet,268.70000000000005,,Michigan (MI),83.7
1995,Superior,Lake Trout - siscowet,268.70000000000005,,Wisconsin (WI),115.9
1995,Superior,Lake Trout - siscowet,268.70000000000005,,Minnesota (MN),0.1
1995,Superior,Lake Trout - siscowet,268.70000000000005,,U.S. Total,199.7
1995,Superior,Lake Trout - siscowet,268.70000000000005,,Canada (ONT),69.0
1996,Superior,Lake Trout - siscowet,159.5,,Michigan (MI),58.4
1996,Superior,Lake Trout - siscowet,159.5,,Wisconsin (WI),101.1
1996,Superior,Lake Trout - siscowet,159.5,,Minnesota (MN),0.0
1996,Superior,Lake Trout - siscowet,159.5,,U.S. Total,159.5
1996,Superior,Lake Trout - siscowet,159.5,,Canada (ONT),
1997,Superior,Lake Trout - siscowet,182.1,,Michigan (MI),101.7
1997,Superior,Lake Trout - siscowet,182.1,,Wisconsin (WI),80.4
1997,Superior,Lake Trout - siscowet,182.1,,Minnesota (MN),0.0
1997,Superior,Lake Trout - siscowet,182.1,,U.S. Total,182.1
1997,Superior,Lake Trout - siscowet,182.1,,Canada (ONT),
1998,Superior,Lake Trout - siscowet,150.6,,Michigan (MI),61.3
1998,Superior,Lake Trout - siscowet,150.6,,Wisconsin (WI),89.3
1998,Superior,Lake Trout - siscowet,150.6,,Minnesota (MN),
1998,Superior,Lake Trout - siscowet,150.6,,U.S. Total,150.6
1998,Superior,Lake Trout - siscowet,150.6,,Canada (ONT),
1999,Superior,Lake Trout - siscowet,137.0,,Michigan (MI),58.3
1999,Superior,Lake Trout - siscowet,137.0,,Wisconsin (WI),78.7
1999,Superior,Lake Trout - siscowet,137.0,,Minnesota (MN),
1999,Superior,Lake Trout - siscowet,137.0,,U.S. Total,137.0
1999,Superior,Lake Trout - siscowet,137.0,,Canada (ONT),
2000,Superior,Lake Trout - siscowet,104.7,,Michigan (MI),35.3
2000,Superior,Lake Trout - siscowet,104.7,,Wisconsin (WI),69.4
2000,Superior,Lake Trout - siscowet,104.7,,Minnesota (MN),
2000,Superior,Lake Trout - siscowet,104.7,,U.S. Total,104.7
2000,Superior,Lake Trout - siscowet,104.7,,Canada (ONT),
2001,Superior,Lake Trout - siscowet,110.4,,Michigan (MI),54.2
2001,Superior,Lake Trout - siscowet,110.4,,Wisconsin (WI),56.2
2001,Superior,Lake Trout - siscowet,110.4,,Minnesota (MN),
2001,Superior,Lake Trout - siscowet,110.4,,U.S. Total,110.4
2001,Superior,Lake Trout - siscowet,110.4,,Canada (ONT),
2002,Superior,Lake Trout - siscowet,84.30000000000001,,Michigan (MI),45.7
2002,Superior,Lake Trout - siscowet,84.30000000000001,,Wisconsin (WI),38.6
2002,Superior,Lake Trout - siscowet,84.30000000000001,,Minnesota (MN),0.0
2002,Superior,Lake Trout - siscowet,84.30000000000001,,U.S. Total,84.30000000000001
2002,Superior,Lake Trout - siscowet,84.30000000000001,,Canada (ONT),
2003,Superior,Lake Trout - siscowet,45.2,,Michigan (MI),2.8
2003,Superior,Lake Trout - siscowet,45.2,,Wisconsin (WI),42.4
2003,Superior,Lake Trout - siscowet,45.2,,Minnesota (MN),
2003,Superior,Lake Trout - siscowet,45.2,,U.S. Total,45.2
2003,Superior,Lake Trout - siscowet,45.2,,Canada (ONT),
2004,Superior,Lake Trout - siscowet,49.6,,Michigan (MI),1.5
2004,Superior,Lake Trout - siscowet,49.6,,Wisconsin (WI),48.1
2004,Superior,Lake Trout - siscowet,49.6,,Minnesota (MN),
2004,Superior,Lake Trout - siscowet,49.6,,U.S. Total,49.6
2004,Superior,Lake Trout - siscowet,49.6,,Canada (ONT),
2005,Superior,Lake Trout - siscowet,64.4,,Michigan (MI),1.0
2005,Superior,Lake Trout - siscowet,64.4,,Wisconsin (WI),63.4
2005,Superior,Lake Trout - siscowet,64.4,,Minnesota (MN),
2005,Superior,Lake Trout - siscowet,64.4,,U.S. Total,64.4
2005,Superior,Lake Trout - siscowet,64.4,,Canada (ONT),
2006,Superior,Lake Trout - siscowet,70.9,,Michigan (MI),2.9
2006,Superior,Lake Trout - siscowet,70.9,,Wisconsin (WI),68.0
2006,Superior,Lake Trout - siscowet,70.9,,Minnesota (MN),0.0
2006,Superior,Lake Trout - siscowet,70.9,,U.S. Total,70.9
2006,Superior,Lake Trout - siscowet,70.9,,Canada (ONT),
2007,Superior,Lake Trout - siscowet,76.8325,,Michigan (MI),2.31625
2007,Superior,Lake Trout - siscowet,76.8325,,Wisconsin (WI),74.51625
2007,Superior,Lake Trout - siscowet,76.8325,,Minnesota (MN),
2007,Superior,Lake Trout - siscowet,76.8325,,U.S. Total,76.8325
2007,Superior,Lake Trout - siscowet,76.8325,,Canada (ONT),
2008,Superior,Lake Trout - siscowet,96.80425,,Michigan (MI),6.841
2008,Superior,Lake Trout - siscowet,96.80425,,Wisconsin (WI),89.96325
2008,Superior,Lake Trout - siscowet,96.80425,,Minnesota (MN),
2008,Superior,Lake Trout - siscowet,96.80425,,U.S. Total,96.80425
2008,Superior,Lake Trout - siscowet,96.80425,,Canada (ONT),
2009,Superior,Lake Trout - siscowet,114.34325,,Michigan (MI),9.52125
2009,Superior,Lake Trout - siscowet,114.34325,,Wisconsin (WI),104.822
2009,Superior,Lake Trout - siscowet,114.34325,,Minnesota (MN),
2009,Superior,Lake Trout - siscowet,114.34325,,U.S. Total,114.34325
2009,Superior,Lake Trout - siscowet,114.34325,,Canada (ONT),
2010,Superior,Lake Trout - siscowet,147.6725,,Michigan (MI),3.94
2010,Superior,Lake Trout - siscowet,147.6725,,Wisconsin (WI),143.7325
2010,Superior,Lake Trout - siscowet,147.6725,,Minnesota (MN),
2010,Superior,Lake Trout - siscowet,147.6725,,U.S. Total,147.6725
2010,Superior,Lake Trout - siscowet,147.6725,,Canada (ONT),
2011,Superior,Lake Trout - siscowet,167.99325000000002,,Michigan (MI),1.99125
2011,Superior,Lake Trout - siscowet,167.99325000000002,,Wisconsin (WI),166.002
2011,Superior,Lake Trout - siscowet,167.99325000000002,,Minnesota (MN),
2011,Superior,Lake Trout - siscowet,167.99325000000002,,U.S. Total,167.99325000000002
2011,Superior,Lake Trout - siscowet,167.99325000000002,,Canada (ONT),
2012,Superior,Lake Trout - siscowet,141.90825,,Michigan (MI),0.18625
2012,Superior,Lake Trout - siscowet,141.90825,,Wisconsin (WI),141.722
2012,Superior,Lake Trout - siscowet,141.90825,,Minnesota (MN),
2012,Superior,Lake Trout - siscowet,141.90825,,U.S. Total,141.90825
2012,Superior,Lake Trout - siscowet,141.90825,,Canada (ONT),
2013,Superior,Lake Trout - siscowet,116.95925,,Michigan (MI),0.33375
2013,Superior,Lake Trout - siscowet,116.95925,,Wisconsin (WI),116.6255
2013,Superior,Lake Trout - siscowet,116.95925,,Minnesota (MN),
2013,Superior,Lake Trout - siscowet,116.95925,,U.S. Total,116.95925
2013,Superior,Lake Trout - siscowet,116.95925,,Canada (ONT),
2014,Superior,Lake Trout - siscowet,179.88,,Michigan (MI),6.25375
2014,Superior,Lake Trout - siscowet,179.88,,Wisconsin (WI),172.79625
2014,Superior,Lake Trout - siscowet,179.88,,Minnesota (MN),1.0
2014,Superior,Lake Trout - siscowet,179.88,,U.S. Total,179.88
2014,Superior,Lake Trout - siscowet,179.88,,Canada (ONT),
2015,Superior,Lake Trout - siscowet,145.93525,,Michigan (MI),10.4225
2015,Superior,Lake Trout - siscowet,145.93525,,Wisconsin (WI),134.57275
2015,Superior,Lake Trout - siscowet,145.93525,,Minnesota (MN),1.0
2015,Superior,Lake Trout - siscowet,145.93525,,U.S. Total,145.93525
2015,Superior,Lake Trout - siscowet,145.93525,,Canada (ONT),
1867,Superior,Lake Whitefish,,,Michigan (MI),
1867,Superior,Lake Whitefish,,,Wisconsin (WI),
1867,Superior,Lake Whitefish,,,Minnesota (MN),
1867,Superior,Lake Whitefish,,,U.S. Total,
1867,Superior,Lake Whitefish,,,Canada (ONT),160.0
1868,Superior,Lake Whitefish,,,Michigan (MI),
1868,Superior,Lake Whitefish,,,Wisconsin (WI),
1868,Superior,Lake Whitefish,,,Minnesota (MN),
1868,Superior,Lake Whitefish,,,U.S. Total,
1868,Superior,Lake Whitefish,,,Canada (ONT),199.0
1869,Superior,Lake Whitefish,,,Michigan (MI),
1869,Superior,Lake Whitefish,,,Wisconsin (WI),
1869,Superior,Lake Whitefish,,,Minnesota (MN),
1869,Superior,Lake Whitefish,,,U.S. Total,
1869,Superior,Lake Whitefish,,,Canada (ONT),325.0
1870,Superior,Lake Whitefish,,,Michigan (MI),
1870,Superior,Lake Whitefish,,,Wisconsin (WI),
1870,Superior,Lake Whitefish,,,Minnesota (MN),
1870,Superior,Lake Whitefish,,,U.S. Total,
1870,Superior,Lake Whitefish,,,Canada (ONT),539.0
1871,Superior,Lake Whitefish,,,Michigan (MI),
1871,Superior,Lake Whitefish,,,Wisconsin (WI),
1871,Superior,Lake Whitefish,,,Minnesota (MN),
1871,Superior,Lake Whitefish,,,U.S. Total,
1871,Superior,Lake Whitefish,,,Canada (ONT),411.0
1872,Superior,Lake Whitefish,,,Michigan (MI),
1872,Superior,Lake Whitefish,,,Wisconsin (WI),
1872,Superior,Lake Whitefish,,,Minnesota (MN),
1872,Superior,Lake Whitefish,,,U.S. Total,
1872,Superior,Lake Whitefish,,,Canada (ONT),290.0
1873,Superior,Lake Whitefish,,,Michigan (MI),
1873,Superior,Lake Whitefish,,,Wisconsin (WI),
1873,Superior,Lake Whitefish,,,Minnesota (MN),
1873,Superior,Lake Whitefish,,,U.S. Total,
1873,Superior,Lake Whitefish,,,Canada (ONT),453.0
1874,Superior,Lake Whitefish,,,Michigan (MI),
1874,Superior,Lake Whitefish,,,Wisconsin (WI),
1874,Superior,Lake Whitefish,,,Minnesota (MN),
1874,Superior,Lake Whitefish,,,U.S. Total,
1874,Superior,Lake Whitefish,,,Canada (ONT),508.0
1875,Superior,Lake Whitefish,,,Michigan (MI),
1875,Superior,Lake Whitefish,,,Wisconsin (WI),
1875,Superior,Lake Whitefish,,,Minnesota (MN),
1875,Superior,Lake Whitefish,,,U.S. Total,
1875,Superior,Lake Whitefish,,,Canada (ONT),261.0
1876,Superior,Lake Whitefish,,,Michigan (MI),
1876,Superior,Lake Whitefish,,,Wisconsin (WI),
1876,Superior,Lake Whitefish,,,Minnesota (MN),
1876,Superior,Lake Whitefish,,,U.S. Total,
1876,Superior,Lake Whitefish,,,Canada (ONT),449.0
1877,Superior,Lake Whitefish,,,Michigan (MI),
1877,Superior,Lake Whitefish,,,Wisconsin (WI),
1877,Superior,Lake Whitefish,,,Minnesota (MN),
1877,Superior,Lake Whitefish,,,U.S. Total,
1877,Superior,Lake Whitefish,,,Canada (ONT),310.0
1878,Superior,Lake Whitefish,,,Michigan (MI),
1878,Superior,Lake Whitefish,,,Wisconsin (WI),
1878,Superior,Lake Whitefish,,,Minnesota (MN),
1878,Superior,Lake Whitefish,,,U.S. Total,
1878,Superior,Lake Whitefish,,,Canada (ONT),105.0
1879,Superior,Lake Whitefish,2356.0,,Michigan (MI),
1879,Superior,Lake Whitefish,2356.0,,Wisconsin (WI),
1879,Superior,Lake Whitefish,2356.0,,Minnesota (MN),
1879,Superior,Lake Whitefish,2356.0,,U.S. Total,2257.0
1879,Superior,Lake Whitefish,2356.0,,Canada (ONT),99.0
1880,Superior,Lake Whitefish,,,Michigan (MI),
1880,Superior,Lake Whitefish,,,Wisconsin (WI),
1880,Superior,Lake Whitefish,,,Minnesota (MN),
1880,Superior,Lake Whitefish,,,U.S. Total,
1880,Superior,Lake Whitefish,,,Canada (ONT),245.0
1881,Superior,Lake Whitefish,,,Michigan (MI),
1881,Superior,Lake Whitefish,,,Wisconsin (WI),
1881,Superior,Lake Whitefish,,,Minnesota (MN),
1881,Superior,Lake Whitefish,,,U.S. Total,
1881,Superior,Lake Whitefish,,,Canada (ONT),466.0
1882,Superior,Lake Whitefish,,,Michigan (MI),
1882,Superior,Lake Whitefish,,,Wisconsin (WI),
1882,Superior,Lake Whitefish,,,Minnesota (MN),
1882,Superior,Lake Whitefish,,,U.S. Total,
1882,Superior,Lake Whitefish,,,Canada (ONT),320.0
1883,Superior,Lake Whitefish,,,Michigan (MI),
1883,Superior,Lake Whitefish,,,Wisconsin (WI),
1883,Superior,Lake Whitefish,,,Minnesota (MN),
1883,Superior,Lake Whitefish,,,U.S. Total,
1883,Superior,Lake Whitefish,,,Canada (ONT),509.0
1884,Superior,Lake Whitefish,,,Michigan (MI),
1884,Superior,Lake Whitefish,,,Wisconsin (WI),
1884,Superior,Lake Whitefish,,,Minnesota (MN),
1884,Superior,Lake Whitefish,,,U.S. Total,
1884,Superior,Lake Whitefish,,,Canada (ONT),565.0
1885,Superior,Lake Whitefish,5178.0,,Michigan (MI),1701.0
1885,Superior,Lake Whitefish,5178.0,,Wisconsin (WI),2243.0
1885,Superior,Lake Whitefish,5178.0,,Minnesota (MN),628.0
1885,Superior,Lake Whitefish,5178.0,,U.S. Total,4572.0
1885,Superior,Lake Whitefish,5178.0,,Canada (ONT),606.0
1886,Superior,Lake Whitefish,,,Michigan (MI),
1886,Superior,Lake Whitefish,,,Wisconsin (WI),
1886,Superior,Lake Whitefish,,,Minnesota (MN),
1886,Superior,Lake Whitefish,,,U.S. Total,
1886,Superior,Lake Whitefish,,,Canada (ONT),847.0
1887,Superior,Lake Whitefish,,,Michigan (MI),
1887,Superior,Lake Whitefish,,,Wisconsin (WI),
1887,Superior,Lake Whitefish,,,Minnesota (MN),
1887,Superior,Lake Whitefish,,,U.S. Total,
1887,Superior,Lake Whitefish,,,Canada (ONT),657.0
1888,Superior,Lake Whitefish,,,Michigan (MI),
1888,Superior,Lake Whitefish,,,Wisconsin (WI),
1888,Superior,Lake Whitefish,,,Minnesota (MN),
1888,Superior,Lake Whitefish,,,U.S. Total,
1888,Superior,Lake Whitefish,,,Canada (ONT),932.0
1889,Superior,Lake Whitefish,4794.0,,Michigan (MI),2736.0
1889,Superior,Lake Whitefish,4794.0,,Wisconsin (WI),951.0
1889,Superior,Lake Whitefish,4794.0,,Minnesota (MN),211.0
1889,Superior,Lake Whitefish,4794.0,,U.S. Total,3898.0
1889,Superior,Lake Whitefish,4794.0,,Canada (ONT),896.0
1890,Superior,Lake Whitefish,4191.0,,Michigan (MI),2064.0
1890,Superior,Lake Whitefish,4191.0,,Wisconsin (WI),1109.0
1890,Superior,Lake Whitefish,4191.0,,Minnesota (MN),40.0
1890,Superior,Lake Whitefish,4191.0,,U.S. Total,3213.0
1890,Superior,Lake Whitefish,4191.0,,Canada (ONT),978.0
1891,Superior,Lake Whitefish,,,Michigan (MI),3848.0
1891,Superior,Lake Whitefish,,,Wisconsin (WI),
1891,Superior,Lake Whitefish,,,Minnesota (MN),
1891,Superior,Lake Whitefish,,,U.S. Total,
1891,Superior,Lake Whitefish,,,Canada (ONT),967.0
1892,Superior,Lake Whitefish,3005.0,,Michigan (MI),2015.0
1892,Superior,Lake Whitefish,3005.0,,Wisconsin (WI),206.0
1892,Superior,Lake Whitefish,3005.0,,Minnesota (MN),0.0
1892,Superior,Lake Whitefish,3005.0,,U.S. Total,2221.0
1892,Superior,Lake Whitefish,3005.0,,Canada (ONT),784.0
1893,Superior,Lake Whitefish,3069.0,,Michigan (MI),1919.0
1893,Superior,Lake Whitefish,3069.0,,Wisconsin (WI),251.0
1893,Superior,Lake Whitefish,3069.0,,Minnesota (MN),0.0
1893,Superior,Lake Whitefish,3069.0,,U.S. Total,2170.0
1893,Superior,Lake Whitefish,3069.0,,Canada (ONT),899.0
1894,Superior,Lake Whitefish,2911.0,,Michigan (MI),1554.0
1894,Superior,Lake Whitefish,2911.0,,Wisconsin (WI),301.0
1894,Superior,Lake Whitefish,2911.0,,Minnesota (MN),0.0
1894,Superior,Lake Whitefish,2911.0,,U.S. Total,1855.0
1894,Superior,Lake Whitefish,2911.0,,Canada (ONT),1056.0
1895,Superior,Lake Whitefish,2537.0,,Michigan (MI),1325.0
1895,Superior,Lake Whitefish,2537.0,,Wisconsin (WI),301.0
1895,Superior,Lake Whitefish,2537.0,,Minnesota (MN),0.0
1895,Superior,Lake Whitefish,2537.0,,U.S. Total,1626.0
1895,Superior,Lake Whitefish,2537.0,,Canada (ONT),911.0
1896,Superior,Lake Whitefish,2658.0,,Michigan (MI),1162.0
1896,Superior,Lake Whitefish,2658.0,,Wisconsin (WI),700.0
1896,Superior,Lake Whitefish,2658.0,,Minnesota (MN),0.0
1896,Superior,Lake Whitefish,2658.0,,U.S. Total,1862.0
1896,Superior,Lake Whitefish,2658.0,,Canada (ONT),796.0
1897,Superior,Lake Whitefish,2125.0,,Michigan (MI),1246.0
1897,Superior,Lake Whitefish,2125.0,,Wisconsin (WI),162.0
1897,Superior,Lake Whitefish,2125.0,,Minnesota (MN),31.0
1897,Superior,Lake Whitefish,2125.0,,U.S. Total,1439.0
1897,Superior,Lake Whitefish,2125.0,,Canada (ONT),686.0
1898,Superior,Lake Whitefish,,,Michigan (MI),1088.0
1898,Superior,Lake Whitefish,,,Wisconsin (WI),
1898,Superior,Lake Whitefish,,,Minnesota (MN),
1898,Superior,Lake Whitefish,,,U.S. Total,1088.0
1898,Superior,Lake Whitefish,,,Canada (ONT),659.0
1899,Superior,Lake Whitefish,1756.0,,Michigan (MI),1058.0
1899,Superior,Lake Whitefish,1756.0,,Wisconsin (WI),62.0
1899,Superior,Lake Whitefish,1756.0,,Minnesota (MN),13.0
1899,Superior,Lake Whitefish,1756.0,,U.S. Total,1133.0
1899,Superior,Lake Whitefish,1756.0,,Canada (ONT),623.0
1900,Superior,Lake Whitefish,,,Michigan (MI),829.0
1900,Superior,Lake Whitefish,,,Wisconsin (WI),
1900,Superior,Lake Whitefish,,,Minnesota (MN),
1900,Superior,Lake Whitefish,,,U.S. Total,
1900,Superior,Lake Whitefish,,,Canada (ONT),462.0
1901,Superior,Lake Whitefish,,,Michigan (MI),794.0
1901,Superior,Lake Whitefish,,,Wisconsin (WI),
1901,Superior,Lake Whitefish,,,Minnesota (MN),
1901,Superior,Lake Whitefish,,,U.S. Total,
1901,Superior,Lake Whitefish,,,Canada (ONT),483.0
1902,Superior,Lake Whitefish,,,Michigan (MI),1513.0
1902,Superior,Lake Whitefish,,,Wisconsin (WI),
1902,Superior,Lake Whitefish,,,Minnesota (MN),
1902,Superior,Lake Whitefish,,,U.S. Total,
1902,Superior,Lake Whitefish,,,Canada (ONT),417.0
1903,Superior,Lake Whitefish,1901.0,,Michigan (MI),1200.0
1903,Superior,Lake Whitefish,1901.0,,Wisconsin (WI),129.0
1903,Superior,Lake Whitefish,1901.0,,Minnesota (MN),8.0
1903,Superior,Lake Whitefish,1901.0,,U.S. Total,1337.0
1903,Superior,Lake Whitefish,1901.0,,Canada (ONT),564.0
1904,Superior,Lake Whitefish,,,Michigan (MI),630.0
1904,Superior,Lake Whitefish,,,Wisconsin (WI),
1904,Superior,Lake Whitefish,,,Minnesota (MN),
1904,Superior,Lake Whitefish,,,U.S. Total,
1904,Superior,Lake Whitefish,,,Canada (ONT),478.0
1905,Superior,Lake Whitefish,,,Michigan (MI),684.0
1905,Superior,Lake Whitefish,,,Wisconsin (WI),
1905,Superior,Lake Whitefish,,,Minnesota (MN),
1905,Superior,Lake Whitefish,,,U.S. Total,
1905,Superior,Lake Whitefish,,,Canada (ONT),524.0
1906,Superior,Lake Whitefish,,,Michigan (MI),587.0
1906,Superior,Lake Whitefish,,,Wisconsin (WI),
1906,Superior,Lake Whitefish,,,Minnesota (MN),
1906,Superior,Lake Whitefish,,,U.S. Total,
1906,Superior,Lake Whitefish,,,Canada (ONT),452.0
1907,Superior,Lake Whitefish,,,Michigan (MI),576.0
1907,Superior,Lake Whitefish,,,Wisconsin (WI),
1907,Superior,Lake Whitefish,,,Minnesota (MN),7.0
1907,Superior,Lake Whitefish,,,U.S. Total,
1907,Superior,Lake Whitefish,,,Canada (ONT),301.0
1908,Superior,Lake Whitefish,1305.0,,Michigan (MI),764.0
1908,Superior,Lake Whitefish,1305.0,,Wisconsin (WI),174.0
1908,Superior,Lake Whitefish,1305.0,,Minnesota (MN),4.0
1908,Superior,Lake Whitefish,1305.0,,U.S. Total,942.0
1908,Superior,Lake Whitefish,1305.0,,Canada (ONT),363.0
1909,Superior,Lake Whitefish,,,Michigan (MI),
1909,Superior,Lake Whitefish,,,Wisconsin (WI),24.0
1909,Superior,Lake Whitefish,,,Minnesota (MN),
1909,Superior,Lake Whitefish,,,U.S. Total,24.0
1909,Superior,Lake Whitefish,,,Canada (ONT),470.0
1910,Superior,Lake Whitefish,,,Michigan (MI),
1910,Superior,Lake Whitefish,,,Wisconsin (WI),9.0
1910,Superior,Lake Whitefish,,,Minnesota (MN),
1910,Superior,Lake Whitefish,,,U.S. Total,9.0
1910,Superior,Lake Whitefish,,,Canada (ONT),202.0
1911,Superior,Lake Whitefish,835.0,,Michigan (MI),202.0
1911,Superior,Lake Whitefish,835.0,,Wisconsin (WI),13.0
1911,Superior,Lake Whitefish,835.0,,Minnesota (MN),0.0
1911,Superior,Lake Whitefish,835.0,,U.S. Total,215.0
1911,Superior,Lake Whitefish,835.0,,Canada (ONT),620.0
1912,Superior,Lake Whitefish,947.0,,Michigan (MI),456.0
1912,Superior,Lake Whitefish,947.0,,Wisconsin (WI),32.0
1912,Superior,Lake Whitefish,947.0,,Minnesota (MN),0.0
1912,Superior,Lake Whitefish,947.0,,U.S. Total,488.0
1912,Superior,Lake Whitefish,947.0,,Canada (ONT),459.0
1913,Superior,Lake Whitefish,470.0,,Michigan (MI),93.0
1913,Superior,Lake Whitefish,470.0,,Wisconsin (WI),20.0
1913,Superior,Lake Whitefish,470.0,,Minnesota (MN),0.0
1913,Superior,Lake Whitefish,470.0,,U.S. Total,113.0
1913,Superior,Lake Whitefish,470.0,,Canada (ONT),357.0
1914,Superior,Lake Whitefish,752.0,,Michigan (MI),336.0
1914,Superior,Lake Whitefish,752.0,,Wisconsin (WI),18.0
1914,Superior,Lake Whitefish,752.0,,Minnesota (MN),1.0
1914,Superior,Lake Whitefish,752.0,,U.S. Total,355.0
1914,Superior,Lake Whitefish,752.0,,Canada (ONT),397.0
1915,Superior,Lake Whitefish,1522.0,,Michigan (MI),522.0
1915,Superior,Lake Whitefish,1522.0,,Wisconsin (WI),43.0
1915,Superior,Lake Whitefish,1522.0,,Minnesota (MN),2.0
1915,Superior,Lake Whitefish,1522.0,,U.S. Total,567.0
1915,Superior,Lake Whitefish,1522.0,,Canada (ONT),955.0
1916,Superior,Lake Whitefish,638.0,,Michigan (MI),131.0
1916,Superior,Lake Whitefish,638.0,,Wisconsin (WI),44.0
1916,Superior,Lake Whitefish,638.0,,Minnesota (MN),1.0
1916,Superior,Lake Whitefish,638.0,,U.S. Total,176.0
1916,Superior,Lake Whitefish,638.0,,Canada (ONT),462.0
1917,Superior,Lake Whitefish,709.0,,Michigan (MI),220.0
1917,Superior,Lake Whitefish,709.0,,Wisconsin (WI),36.0
1917,Superior,Lake Whitefish,709.0,,Minnesota (MN),1.0
1917,Superior,Lake Whitefish,709.0,,U.S. Total,257.0
1917,Superior,Lake Whitefish,709.0,,Canada (ONT),452.0
1918,Superior,Lake Whitefish,955.0,,Michigan (MI),258.0
1918,Superior,Lake Whitefish,955.0,,Wisconsin (WI),66.0
1918,Superior,Lake Whitefish,955.0,,Minnesota (MN),3.0
1918,Superior,Lake Whitefish,955.0,,U.S. Total,327.0
1918,Superior,Lake Whitefish,955.0,,Canada (ONT),628.0
1919,Superior,Lake Whitefish,606.0,,Michigan (MI),174.0
1919,Superior,Lake Whitefish,606.0,,Wisconsin (WI),62.0
1919,Superior,Lake Whitefish,606.0,,Minnesota (MN),4.0
1919,Superior,Lake Whitefish,606.0,,U.S. Total,240.0
1919,Superior,Lake Whitefish,606.0,,Canada (ONT),366.0
1920,Superior,Lake Whitefish,524.0,,Michigan (MI),198.0
1920,Superior,Lake Whitefish,524.0,,Wisconsin (WI),16.0
1920,Superior,Lake Whitefish,524.0,,Minnesota (MN),7.0
1920,Superior,Lake Whitefish,524.0,,U.S. Total,221.0
1920,Superior,Lake Whitefish,524.0,,Canada (ONT),303.0
1921,Superior,Lake Whitefish,585.0,,Michigan (MI),192.0
1921,Superior,Lake Whitefish,585.0,,Wisconsin (WI),56.0
1921,Superior,Lake Whitefish,585.0,,Minnesota (MN),8.0
1921,Superior,Lake Whitefish,585.0,,U.S. Total,256.0
1921,Superior,Lake Whitefish,585.0,,Canada (ONT),329.0
1922,Superior,Lake Whitefish,606.0,,Michigan (MI),260.0
